locus_tag,ob,origin?,gene_name,function,logFC,cutoff,logCPM,PValue,q.value,sig
BW25113_2021,1789,no,hisC,histidinol-phosphate aminotransferase,0.271350795,no,6.787321117,0.293820272,0.587827628,no
BW25113_2022,1790,no,hisB,fused histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase,-0.861735936,no,6.338731233,0.006981008,0.038060573,yes
BW25113_2023,1791,no,hisH,"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit with HisF",0.16052412,no,6.189339502,0.599343575,0.82155242,no
BW25113_2024,1792,no,hisA,N-(5'-phospho-L-ribosyl-formimino)-5-amino-1-(5'-phosphoribosyl)-4-imidazolecarboxamide isomerase,-0.28461973,no,5.882342659,0.395935114,0.68176336,no
BW25113_2025,1793,no,hisF,"imidazole glycerol phosphate synthase, catalytic subunit with HisH",0.237212973,no,5.556240623,0.560084882,0.795617369,no
BW25113_2026,1794,no,hisI,fused phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase,-0.171539376,no,6.355192746,0.555924931,0.793022463,no
BW25113_2027,1795,no,wzzB,regulator of length of O-antigen component of lipopolysaccharide chains,0.147320856,no,7.028242886,0.573473227,0.802362576,no
BW25113_2028,1796,no,ugd,UDP-glucose 6-dehydrogenase,-0.09716109,no,8.528495069,0.520199202,0.769129157,no
BW25113_2029,1797,no,gnd,"6-phosphogluconate dehydrogenase, decarboxylating",0.183255192,no,6.76153218,0.43961452,0.716447448,no
BW25113_4571,1798,no,wbbL,pseudogene,-0.273618763,no,8.232580981,0.202506985,0.480525048,no
BW25113_2032,1799,no,wbbK,lipopolysaccharide biosynthesis protein,-0.001739139,no,8.277828708,0.993329627,1,no
BW25113_2033,1800,no,wbbJ,putative lipopolysaccharide biosynthesis O-acetyl transferase,-0.092010761,no,9.055569996,0.496503091,0.752994718,no
BW25113_2034,1801,no,wbbI,"d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase",-0.125324568,no,9.521789172,0.393319235,0.681614235,no
BW25113_2035,1802,no,wbbH,O-antigen polymerase,-0.326219416,no,9.462664856,0.038918267,0.151951801,no
BW25113_2036,1803,no,glf,"UDP-galactopyranose mutase, FAD/NAD(P)-binding",-0.156297982,no,9.462521398,0.321198651,0.61741087,no
BW25113_2037,1804,no,wzxB,putative polisoprenol-linked O-antigen transporter,-0.055174591,no,8.847586684,0.738655056,0.898676782,no
BW25113_2038,1805,no,rfbC,"dTDP-4-deoxyrhamnose-3,5-epimerase",0.02069041,no,8.405231952,0.890458907,0.964222223,no
BW25113_2039,1806,no,rfbA,glucose-1-phosphate thymidylyltransferase,-0.099373954,no,9.865315919,0.421576176,0.702626959,no
BW25113_2040,1807,no,rfbD,"dTDP-4-dehydrorhamnose reductase subunit, NAD(P)-binding, of dTDP-L-rhamnose synthase",-0.029146651,no,9.064008453,0.823838857,0.93634338,no
BW25113_2041,1808,no,rfbB,"dTDP-glucose 4,6 dehydratase, NAD(P)-binding",-0.08934644,no,9.694347504,0.487097558,0.747444437,no
BW25113_2042,1809,no,wcaN,putative regulatory subunit for GalU,0.128576722,no,7.530084159,0.480143548,0.742177724,no
BW25113_2043,1810,no,wcaM,colanic acid biosynthesis protein,0.216727747,no,8.942210262,0.101982671,0.310342789,no
BW25113_2044,1811,no,wcaL,putative glycosyl transferase,0.158262721,no,7.096760538,0.487439802,0.747444437,no
BW25113_2045,1812,no,wcaK,colanic acid biosynthesis protein,-0.177963526,no,7.819580344,0.312155987,0.610312655,no
BW25113_2046,1813,no,wzxC,putative colanic acid exporter,0.324137465,no,7.817672696,0.057113612,0.206536311,no
BW25113_2047,1814,no,wcaJ,colanic biosynthesis UDP-glucose lipid carrier transferase,0.115106262,no,7.776040715,0.506272231,0.760157281,no
BW25113_2048,1815,no,cpsG,phosphomannomutase,-0.11351762,no,7.567277857,0.6340507,0.8446346,no
BW25113_2049,1816,no,cpsB,mannose-1-phosphate guanyltransferase,0.238488574,no,7.587515041,0.230800062,0.512308179,no
BW25113_2050,1817,no,wcaI,putative glycosyl transferase,0.20535189,no,7.582876192,0.278295768,0.569385242,no
BW25113_2051,1818,no,wcaH,GDP-mannose mannosyl hydrolase,0.195344522,no,6.082360479,0.528477189,0.774853223,no
BW25113_2052,1819,no,wcaG,bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase/ GDP-4-dehydro-6-L-deoxygalactose reductase,0.320502799,no,7.309010599,0.143356139,0.390247269,no
BW25113_2053,1820,no,gmd,"GDP-D-mannose dehydratase, NAD(P)-binding",-0.14722987,no,7.730459978,0.449142048,0.723648512,no
BW25113_2054,1821,no,wcaF,putative acyl transferase,-0.199567209,no,6.857010088,0.406957007,0.690593708,no
BW25113_2055,1822,no,wcaE,putative glycosyl transferase,-0.27779474,no,3.702758963,0.635249253,0.845338277,no
BW25113_2056,1823,no,wcaD,putative colanic acid polymerase,-0.063834875,no,7.721213608,0.719103662,0.891946509,no
BW25113_2057,1824,no,wcaC,putative glycosyl transferase,0.324882588,no,7.232132072,0.132342154,0.370434309,no
BW25113_2058,1825,no,wcaB,putative acyl transferase,-0.369743754,no,5.562354078,0.345569756,0.640791601,no
BW25113_2059,1826,no,wcaA,putative glycosyl transferase,-0.135125188,no,6.490942104,0.613618003,0.830844335,no
BW25113_2060,1827,no,wzc,colanic acid production tyrosine-protein kinase; autokinase; Ugd phosphorylase,0.304572872,no,8.193334641,0.124295396,0.354612775,no
BW25113_2061,1828,no,wzb,colanic acid production protein-tyrosine-phosphatase; Wzc-P dephosphorylase,-0.379145984,no,5.166549997,0.447472039,0.722453876,no
BW25113_2062,1829,no,wza,colanic acid export protein; outer membrane auxillary lipoprotein,0.08716256,no,7.764004195,0.639846852,0.848224437,no
BW25113_2063,1830,no,yegH,inner membrane protein,-0.085499856,no,7.481171595,0.710308996,0.888169462,no
BW25113_2064,1831,no,asmA,suppressor of OmpF assembly mutants; putative outer membrane protein assembly factor; inner membrane-anchored periplasmic protein,0.140396821,no,6.818445862,0.63331166,0.8446346,no
BW25113_2065,1832,no,dcd,2'-deoxycytidine 5'-triphosphate deaminase,3.305187971,yes,2.531168144,9.77E-05,0.000740676,yes
BW25113_2066,1833,no,udk,uridine/cytidine kinase,-0.080648916,no,6.953117403,0.740661022,0.899439655,no
BW25113_2067,1834,no,yegE,putative diguanylate cyclase,-0.090781003,no,8.779222223,0.504275697,0.75871971,no
BW25113_2068,1835,no,alkA,3-methyl-adenine DNA glycosylase II,-0.242984242,no,6.525942519,0.370392465,0.664766563,no
BW25113_2069,1836,no,yegD,Hsp70 chaperone family protein,0.242383533,no,7.5372812,0.208461506,0.48768763,no
BW25113_2070,1837,no,yegI,protein kinase-related putative non-specific DNA-binding protein,-0.310951501,no,7.757610095,0.072162534,0.245980115,no
BW25113_2072,1838,no,yegK,ser/thr phosphatase-related protein,0.208194002,no,6.476379631,0.43283223,0.709917297,no
BW25113_2073,1839,no,yegL,VMA domain protein,-0.099733515,no,7.012989049,0.653494045,0.856838658,no
BW25113_4436,1840,no,sibA,,-0.23647451,no,5.919581979,0.642418635,0.849335936,no
BW25113_4667,1841,no,ibsA,toxic membrane protein,-0.749960333,no,4.04461129,0.163987605,0.425434422,no
BW25113_4437,1842,no,sibB,,-0.111830389,no,6.022027821,0.735456537,0.897108633,no
BW25113_4668,1843,no,ibsB,toxic membrane protein,0.350434704,no,4.512397627,0.466460782,0.734053098,no
BW25113_2074,1844,no,mdtA,"multidrug efflux system, subunit A",0.241997192,no,6.768449436,0.328552874,0.621886656,no
BW25113_2075,1845,no,mdtB,"multidrug efflux system, subunit B",-0.30042922,no,8.637498392,0.026136518,0.111887831,no
BW25113_2076,1846,no,mdtC,"multidrug efflux system, subunit C",-0.088335378,no,8.248145556,0.583516684,0.808724871,no
BW25113_2077,1847,no,mdtD,putative arabinose efflux transporter,-0.346937492,no,7.387580724,0.07239787,0.246353864,no
BW25113_2078,1848,no,baeS,sensory histidine kinase in two-component regulatory system with BaeR,-0.155927339,no,7.364670292,0.464423696,0.732462968,no
BW25113_2079,1849,no,baeR,response regulator in two-component regulatory system with BaeS,-0.292410049,no,5.735896123,0.411509405,0.694710107,no
BW25113_2080,1850,no,yegP,UPF0339 family protein,0.259617938,no,6.381178563,0.507676059,0.761028739,no
BW25113_2081,1851,no,yegQ,putative peptidase,0.008071104,no,7.283981555,0.968245675,0.996461813,no
BW25113_4438,1852,no,cyaR,,-0.328508765,no,3.795736627,0.681097705,0.869958619,no
BW25113_2082,1853,no,ogrK,positive regulator of P2 growth (insertion of P2 ogr gene into the chromosome),-0.102676274,no,5.145964198,0.835276464,0.941597677,no
BW25113_2083,1854,no,yegZ,pseudogene,-0.747302163,no,6.278278146,0.011974928,0.060078783,no
BW25113_2085,1855,no,yegR,uncharacterized protein,-1.057995658,yes,4.777652942,0.023851574,0.104234303,no
BW25113_2086,1856,no,yegS,"phosphatidylglycerol kinase, metal-dependent",0.322496926,no,7.581676516,0.086293234,0.278870139,no
BW25113_4498,1857,no,gatR,pseudogene,-0.141994539,no,6.487390885,0.591001917,0.813743419,no
BW25113_2091,1858,no,gatD,"galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding",-0.454334405,no,6.661620597,0.065497976,0.229242916,no
BW25113_2092,1859,no,gatC,galactitol PTS permease-GatC subunit,-0.13124426,no,7.368564834,0.534844611,0.779838712,no
BW25113_2093,1860,no,gatB,galactitol-specific enzyme IIB component of PTS,0.513024686,no,5.195631654,0.230576502,0.512307912,no
BW25113_2094,1861,no,gatA,galactitol-specific enzyme IIA component of PTS,0.026938882,no,7.042361867,0.905518525,0.96852186,no
BW25113_2095,1862,no,gatZ,"D-tagatose 1,6-bisphosphate aldolase 2, subunit",-0.492687775,no,8.261664566,0.014794024,0.070464855,no
BW25113_2096,1863,no,gatY,"D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit",0.123132394,no,7.949253011,0.450039366,0.724498691,no
BW25113_2097,1864,no,fbaB,fructose-bisphosphate aldolase class I,-0.13380687,no,7.644451768,0.455897148,0.727292279,no
BW25113_2098,1865,no,yegT,"nucleoside transporter, low affinity",0.140106488,no,7.38486398,0.473106122,0.738286624,no
BW25113_2099,1866,no,yegU,ADP-ribosylglycohydrolase family protein,-0.680410318,no,6.449390741,0.014612915,0.069856864,no
BW25113_2100,1867,no,yegV,putative kinase,-0.087928407,no,7.375621784,0.667358781,0.863381657,no
BW25113_2101,1868,no,yegW,putative DNA-binding transcriptional regulator,-0.569178295,no,5.642947447,0.184561108,0.45501858,no
BW25113_2102,1869,no,yegX,putative family 25 glycosyl hydrolase,-0.286313487,no,6.696481343,0.258005154,0.548173551,no
BW25113_2103,1870,no,thiD,bifunctional hydroxy-methylpyrimidine kinase/ hydroxy-phosphomethylpyrimidine kinase,0.182861639,no,7.08757303,0.417802688,0.699311074,no
BW25113_2104,1871,no,thiM,hydoxyethylthiazole kinase,0.539403325,no,6.661362069,0.033930577,0.138405683,no
BW25113_2105,1872,no,rcnR,transcriptional repressor of rcnA,-0.171027126,no,5.924074614,0.668959105,0.864881165,no
BW25113_2106,1873,no,rcnA,membrane protein conferring nickel and cobalt resistance,-0.035801489,no,7.633690335,0.843577338,0.94551407,no
BW25113_2107,1874,no,rcnB,periplasmic modulator of Ni and Co efflux,-0.013805115,no,9.085223215,0.919793651,0.976198323,no
BW25113_2109,1875,no,yehB,putative outer membrane protein,-0.11734108,no,9.10812204,0.380563238,0.671285771,no
BW25113_2112,1876,no,yehE,DUF2574 family protein,-0.236380481,no,8.178127427,0.185518661,0.455945548,no
BW25113_2113,1877,no,mrp,antiporter inner membrane protein,-0.052063718,no,7.123708189,0.805621646,0.927720466,no
BW25113_2114,1878,no,metG,methionyl-tRNA synthetase,-3.187224919,yes,3.146395969,0.000137849,0.001029276,yes
BW25113_4499,1879,no,yehH,pseudogene,-0.219252426,no,10.00507696,0.055227687,0.200456051,no
BW25113_2118,1880,no,yehI,DUF4132 domain-containing protein,-0.320759576,no,8.650591026,0.035350275,0.142126232,no
BW25113_4541,1881,no,yehK,uncharacterized protein,0.217495898,no,4.375015878,0.726215936,0.893738573,no
BW25113_2119,1882,no,yehL,putative ABC superfamily transporter ATP-binding subunit,-0.677172147,no,6.803926778,0.004472768,0.025746328,yes
BW25113_2120,1883,no,yehM,uncharacterized protein,-0.23936785,no,7.843018207,0.15012308,0.401307853,no
BW25113_2121,1884,no,yehP,VMA domain putative YehL ATPase stimulator,-0.197825088,no,6.796381303,0.407940872,0.691664455,no
BW25113_2122,1885,no,yehQ,pseudogene,0.140662038,no,7.951378436,0.422943122,0.704116235,no
BW25113_2123,1886,no,yehR,"lipoprotein, DUF1307 family",0.212103203,no,6.507613578,0.443231565,0.718868885,no
BW25113_2124,1887,no,yehS,DUF1456 family protein,-0.113863768,no,6.248068331,0.696395396,0.880035445,no
BW25113_2125,1888,no,yehT,putative response regulator in two-component system withYehU,0.085824256,no,6.782987816,0.715038105,0.890403128,no
BW25113_2126,1889,no,yehU,inner membrane putative sensory kinase in two-component system with YehT,-0.013855892,no,7.684784783,0.965132253,0.994440422,no
BW25113_2127,1890,no,mlrA,transcriptional activator of csgD and csgBA,-0.081485209,no,6.80499553,0.760832678,0.909270323,no
BW25113_4542,1891,no,yohO,putative membrane protein,1.16642058,yes,3.382608455,0.134201464,0.374238687,no
BW25113_2128,1892,no,yehW,inner membrane putative ABC superfamily transporter permease,-0.147456563,no,7.385568382,0.470701588,0.737764984,no
BW25113_2129,1893,no,yehX,putative ABC superfamily transporter ATP-binding subunit,0.311336665,no,7.211514654,0.12267178,0.351515626,no
BW25113_2130,1894,no,yehY,inner membrane putative ABC superfamily transporter permease,-0.507136405,no,6.693198237,0.057219969,0.206679505,no
BW25113_2131,1895,no,osmF,putative ABC superfamily transporter periplasmic-binding protein,-0.062022481,no,7.063050579,0.803321776,0.926208586,no
BW25113_2132,1896,no,bglX,"beta-D-glucoside glucohydrolase, periplasmic",-0.095701525,no,8.086180663,0.546017783,0.787897626,no
BW25113_2133,1897,no,dld,"D-lactate dehydrogenase, FAD-binding, NADH independent",-0.454760255,no,7.836582829,0.006992131,0.038068267,yes
BW25113_2134,1898,no,pbpG,D-alanyl-D-alanine endopeptidase,-0.56248998,no,6.7108983,0.024050134,0.104868215,no
BW25113_2135,1899,no,yohC,Yip1 family inner membrane protein,-0.245815122,no,7.22756154,0.293937372,0.587827628,no
BW25113_2136,1900,no,yohD,DedA family inner membrane protein,-0.084806704,no,5.850878477,0.819471974,0.934537683,no
BW25113_2137,1901,no,yohF,putative oxidoreductase,-0.117935039,no,6.68523094,0.640431319,0.848425403,no
BW25113_2139,1902,no,mdtQ,pseudogene,-0.504704696,no,7.771103949,0.045341995,0.172100004,no
BW25113_4679,1903,no,yohP,uncharacterized protein,-1.171095436,yes,4.146846908,0.025960045,0.111338488,no
BW25113_2140,1904,no,dusC,tRNA-dihydrouridine synthase C,-0.462332157,no,8.543617942,0.001766832,0.01117094,yes
BW25113_2141,1905,no,yohJ,UPF0299 family inner membrane protein,-0.088067344,no,5.641108492,0.862200564,0.954392587,no
BW25113_2142,1906,no,yohK,LrgB family inner membrane protein,-0.254948625,no,6.267234689,0.403488302,0.68725847,no
BW25113_2143,1907,no,cdd,cytidine/deoxycytidine deaminase,-0.666606294,no,6.554551955,0.012821926,0.062670762,no
BW25113_2144,1908,no,sanA,"vancomycin high temperature exclusion protein, DUF218 superfamily protein",-0.166497257,no,8.813458177,0.269865336,0.559424705,no
BW25113_2145,1909,no,yeiS,DUF2542 family protein,-0.014099765,no,5.675838694,0.986765509,1,no
BW25113_2146,1910,no,preT,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit N",0.076625602,no,8.019488679,0.673469969,0.865754142,no
BW25113_2147,1911,no,preA,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit C",-0.02769402,no,7.706573682,0.882591275,0.963631847,no
BW25113_2148,1912,no,mglC,methyl-galactoside transporter subunit,-0.078229281,no,7.371200138,0.718474004,0.891836003,no
BW25113_2149,1913,no,mglA,fused methyl-galactoside transporter subunits of ABC superfamily: ATP-binding components,-0.328871898,no,8.337248535,0.027189424,0.115474045,no
BW25113_2150,1914,no,mglB,methyl-galactoside transporter subunit,-0.269416182,no,6.941818839,0.274505202,0.565157769,no
BW25113_2151,1915,no,galS,galactose-and fucose-inducible galactose regulon transcriptional isorepressor; mgl operon transcriptional repressor; autorepressor,0.105358979,no,7.537730468,0.620417021,0.835925108,no
BW25113_2152,1916,no,yeiB,DUF418 family putative inner membrane protein,-0.019932744,no,6.600322365,0.94012778,0.98651913,no
BW25113_2154,1917,no,yeiG,S-formylglutathione hydrolase,-0.010255305,no,6.96392363,0.984282606,1,no
BW25113_2155,1918,no,cirA,colicin IA outer membrane receptor and translocator; ferric iron-catecholate transporter,0.028061555,no,7.518156415,0.909472257,0.970120092,no
BW25113_2156,1919,no,lysP,lysine transporter,-0.245053758,no,7.792819801,0.227990274,0.510698213,no
BW25113_2157,1920,no,yeiE,putative DNA-binding transcriptional regulator,0.272959811,no,6.540012409,0.33158123,0.625613934,no
BW25113_2158,1921,no,yeiH,UPF0324 family inner membrane protein,-0.230064479,no,7.605229351,0.205543475,0.484134103,no
BW25113_2159,1922,no,nfo,endonuclease IV with intrinsic 3'-5' exonuclease activity,0.051369198,no,6.425154615,0.876576838,0.96332526,no
BW25113_2160,1923,no,yeiI,putative kinase,-0.088821941,no,6.096584933,0.794671661,0.922760864,no
BW25113_2161,1924,no,nupX,nucleoside permease,-0.0183306,no,7.143893477,0.933675107,0.983608283,no
BW25113_2162,1925,no,rihB,ribonucleoside hydrolase 2,0.01156012,no,7.335043999,0.96129498,0.992435165,no
BW25113_2163,1926,no,yeiL,putative transcriptional regulator,-1.211136542,yes,3.001263973,0.062265425,0.220435651,no
BW25113_2164,1927,no,psuT,putative nucleoside transporter,-0.194640521,no,7.12323824,0.441520227,0.718455496,no
BW25113_2165,1928,no,psuG,pseudouridine 5'-phosphate glycosidase,-0.204323391,no,7.132116509,0.320137498,0.616072162,no
BW25113_2166,1929,no,psuK,pseudouridine kinase,-0.459036853,no,7.734418208,0.00849377,0.044951047,yes
BW25113_2167,1930,no,fruA,fused fructose-specific PTS enzymes: IIBcomponent/IIC components,-0.331125898,no,7.446915768,0.101370129,0.309815928,no
BW25113_2168,1931,no,fruK,fructose-1-phosphate kinase,-0.052221931,no,4.234587865,0.943893264,0.988264315,no
BW25113_2169,1932,no,fruB,fused fructose-specific PTS enzymes: IIA component/HPr component,-0.438966972,no,6.738576093,0.084651985,0.275840216,no
BW25113_2170,1933,no,setB,lactose/glucose efflux system,-0.254155585,no,6.881319865,0.304845688,0.60080196,no
BW25113_4502,1934,no,yeiW,UPF0153 cysteine cluster protein,-0.520937671,no,3.639251173,0.339584382,0.6347977,no
BW25113_2171,1935,no,yeiP,elongation factor P-like protein,0.107278027,no,6.574136536,0.713705722,0.88988148,no
